theta0,theta1,theta2,phi0,phi1,phi2
-0.18639719817540756,0.017341039361261745,-0.010175585210533189,1.08628957862217,1.13071502603113,1.13752249553161
-0.2013784257429806,-0.39358642261216703,-0.4747286514119272,1.07385003837733,1.06294977019109,0.983829713178405
-0.01447122015307123,-0.447113823663735,-0.4494919642021571,1.01399704491141,1.02402865964276,1.02041312581775
-0.13288663187897876,0.33889458043759324,-0.18104995770911358,1.14163320114256,0.95299002887062,1.09601282140985
-0.20404680953062782,0.07063151088242159,0.10282006393828858,1.03551879525421,1.13716999371786,1.12263228814812
-0.07935836997317591,0.1869152790975116,0.31214875804830333,1.05058409295823,1.1327019794334,1.05714326894596
-0.4515688093088299,0.4505861493794301,-0.45340218862352655,1.02284939793313,0.65437776203296,1.01731486180525
0.4965217969690545,-0.07886205907388089,0.3481393928328007,0.962992937035089,0.859465876864924,1.09507094476669
0.08661421075278919,0.2047709960759183,0.033435966685971596,1.13393502702026,1.10075345962483,1.12818466081048
0.34344980657505497,0.06844738698598085,-0.23168142773341927,0.985107379211283,1.18844691208038,0.880164030754446
0.3045749698314739,0.23691769434871357,0.18327270734561285,1.07941926459527,1.10507540560961,1.11262464253831
-0.21311773865694483,0.07190874825803317,0.2023449687487725,0.991941078841493,1.15520818139099,1.08114480337457
-0.14215760417721712,-0.24625017023535778,0.2716994592359999,1.15638180319684,1.05103190659003,0.982302865816709
-0.23617980614138534,0.04875509274588108,0.1639909278256324,0.987443433032171,1.15458572912808,1.0924316709587
0.2823586147342121,-0.36556375858244716,-0.2691635522561604,0.901908796786004,0.985703396019186,1.14467038516721
0.054367048793657835,0.11295343232795407,0.07668593549879243,1.13200947895404,1.12617927209617,1.13166083658298
0.4415278116177912,-0.21016400229099452,-0.36088467613005437,0.777793242573797,1.2003027677023,0.88809714297266
0.39688007168628014,-0.0824658067152273,0.13742813716234525,0.992717500803764,1.05040678098265,1.15477598393605
-0.04870011800109475,-0.13285412663094542,0.4975320876668913,1.16214067776604,1.08560284238837,0.859104634678201
0.07387019517585447,-0.251540100617736,-0.13873288774137216,1.08957410149971,1.06707894883622,1.14170336504179
0.3558064532949663,0.19543527605614808,0.17430554442721335,1.05204351719423,1.11496816498587,1.11572590257278
0.26059789428964886,0.12353138456953705,0.08225790912783493,1.08503959767542,1.1291195134987,1.12643619716794
-0.17348532882482304,0.4823476937873472,0.04890079327573327,0.982624584468209,0.88567347894174,1.19063739842917
-0.23106132467695528,-0.1778900684214385,0.17721595621056296,1.08617688533105,1.13189159974019,1.03648231794284
0.49609355032234315,-0.21008646294343425,-0.21432386204785414,0.790559998070949,1.11240518390319,1.10661717623255
0.1410292766770206,-0.1831396113195375,-0.21206801315803758,1.05821513414098,1.12331743120615,1.10111439840124
0.08571733744999499,-0.35313629430786153,-0.21127930408420703,1.050501835762,0.997512714995928,1.14506126807328
-0.18163202371342702,-0.18050150482265237,-0.1350652540841697,1.11616099163892,1.11646491326497,1.12286286963667
0.28122238488797124,0.40866300940786626,0.2867772749874502,1.09033154288014,1.03586038377461,1.08914420416857
-0.42234668940049547,-0.26391093632393237,0.2991429484648366,0.805987313883751,1.19814473812405,0.85243211771523
0.05650167791855176,-0.2399139019133507,0.07166862022263698,1.13553351250662,1.01357031475879,1.12862429875141
0.45971014645638275,0.17650244535275983,-0.15867225690341902,0.93764114678254,1.17184321900107,0.870288877791438
-0.03421650216589334,-0.02597491030874932,0.09018857799657609,1.1331030996453,1.13468622866618,1.12147990252892
0.47510327366233396,0.37538541359432154,0.022931254560013437,0.992688636153882,1.06915373409987,1.02997070258184
0.09368719176152984,0.4072688486758531,0.2278517869257426,1.10625129392379,1.01999312989819,1.11681731718979
-0.11479406415620441,0.3043905170511916,0.010780770859835642,1.08709391682899,1.02308588665111,1.15766835586315
0.08178350315640659,0.3086353698860559,0.32784199583853635,1.09862747602679,1.08350196109034,1.07278874035103
